36884 89.87 4 16 
36233 79.94 5 16 
36023 79.94 5 15 
37729 89.87 2 14 
36677 89.87 3 14 
36463 89.87 4 14 
35812 79.94 5 14 
36043 89.87 4 12 
35837 89.34 1 4 
35520 89.87 2 4 
34255 89.87 4 4 
33604 79.94 5 4 
35627 89.34 1 3 
35310 89.87 2 3 
34258 89.87 3 3 
33394 79.94 5 3 
